"","area_name","date","week","signal"
"710","London","2021-08-28",14,NA
"711","London","2021-08-29",14,NA
"712","London","2021-08-30",14,NA
"713","London","2021-08-31",14,NA
"714","London","2021-09-01",14,36031
"715","London","2021-09-02",15,NA
"716","London","2021-09-03",15,NA
"717","London","2021-09-04",15,NA
"718","London","2021-09-05",15,NA
"719","London","2021-09-06",15,NA
"720","London","2021-09-07",15,NA
"721","London","2021-09-08",15,65043
"722","London","2021-09-09",16,NA
"723","London","2021-09-10",16,NA
"724","London","2021-09-11",16,NA
"725","London","2021-09-12",16,NA
"726","London","2021-09-13",16,NA
"727","London","2021-09-14",16,NA
"728","London","2021-09-15",16,17138
"729","London","2021-09-16",17,NA
"730","London","2021-09-17",17,NA
"731","London","2021-09-18",17,NA
"732","London","2021-09-19",17,NA
"733","London","2021-09-20",17,NA
"734","London","2021-09-21",17,NA
"735","London","2021-09-22",17,27604
"736","London","2021-09-23",18,NA
"737","London","2021-09-24",18,NA
"738","London","2021-09-25",18,NA
"739","London","2021-09-26",18,NA
"740","London","2021-09-27",18,NA
"741","London","2021-09-28",18,NA
"742","London","2021-09-29",18,36886
"743","London","2021-09-30",19,NA
"744","London","2021-10-01",19,NA
"745","London","2021-10-02",19,NA
"746","London","2021-10-03",19,NA
"747","London","2021-10-04",19,NA
"748","London","2021-10-05",19,NA
"749","London","2021-10-06",19,9114
"750","London","2021-10-07",20,NA
"751","London","2021-10-08",20,NA
"752","London","2021-10-09",20,NA
"753","London","2021-10-10",20,NA
"754","London","2021-10-11",20,NA
"755","London","2021-10-12",20,NA
"756","London","2021-10-13",20,10657
"757","London","2021-10-14",21,NA
"758","London","2021-10-15",21,NA
"759","London","2021-10-16",21,NA
"760","London","2021-10-17",21,NA
"761","London","2021-10-18",21,NA
"762","London","2021-10-19",21,NA
"763","London","2021-10-20",21,9228
"764","London","2021-10-21",22,NA
"765","London","2021-10-22",22,NA
"766","London","2021-10-23",22,NA
"767","London","2021-10-24",22,NA
"768","London","2021-10-25",22,NA
"769","London","2021-10-26",22,NA
"770","London","2021-10-27",22,17929
"771","London","2021-10-28",23,NA
"772","London","2021-10-29",23,NA
"773","London","2021-10-30",23,NA
"774","London","2021-10-31",23,NA
"775","London","2021-11-01",23,NA
"776","London","2021-11-02",23,NA
"777","London","2021-11-03",23,9713
"778","London","2021-11-04",24,NA
"779","London","2021-11-05",24,NA
"780","London","2021-11-06",24,NA
"781","London","2021-11-07",24,NA
"782","London","2021-11-08",24,NA
"783","London","2021-11-09",24,NA
"784","London","2021-11-10",24,35670
"785","London","2021-11-11",25,NA
"786","London","2021-11-12",25,NA
"787","London","2021-11-13",25,NA
"788","London","2021-11-14",25,NA
"789","London","2021-11-15",25,NA
"790","London","2021-11-16",25,NA
"791","London","2021-11-17",25,16810
"792","London","2021-11-18",26,NA
"793","London","2021-11-19",26,NA
"794","London","2021-11-20",26,NA
"795","London","2021-11-21",26,NA
"796","London","2021-11-22",26,NA
"797","London","2021-11-23",26,NA
"798","London","2021-11-24",26,12566
"799","London","2021-11-25",27,NA
"800","London","2021-11-26",27,NA
"801","London","2021-11-27",27,NA
"802","London","2021-11-28",27,NA
"803","London","2021-11-29",27,NA
"804","London","2021-11-30",27,NA
"805","London","2021-12-01",27,13631
"806","London","2021-12-02",28,NA
"807","London","2021-12-03",28,NA
"808","London","2021-12-04",28,NA
"809","London","2021-12-05",28,NA
"810","London","2021-12-06",28,NA
"811","London","2021-12-07",28,NA
"812","London","2021-12-08",28,24917
"813","London","2021-12-09",29,NA
"814","London","2021-12-10",29,NA
"815","London","2021-12-11",29,NA
"816","London","2021-12-12",29,NA
"817","London","2021-12-13",29,NA
"818","London","2021-12-14",29,NA
"819","London","2021-12-15",29,49552
"820","London","2021-12-16",30,NA
"821","London","2021-12-17",30,NA
"822","London","2021-12-18",30,NA
"823","London","2021-12-19",30,NA
"824","London","2021-12-20",30,NA
"825","London","2021-12-21",30,NA
"826","London","2021-12-22",30,NA
"827","London","2021-12-23",31,NA
"828","London","2021-12-24",31,NA
"829","London","2021-12-25",31,NA
"830","London","2021-12-26",31,NA
"831","London","2021-12-27",31,NA
"832","London","2021-12-28",31,NA
"833","London","2021-12-29",31,58747
"834","London","2021-12-30",32,NA
"835","London","2021-12-31",32,NA
"836","London","2022-01-01",32,NA
"837","London","2022-01-02",32,NA
"838","London","2022-01-03",32,NA
"839","London","2022-01-04",32,NA
"840","London","2022-01-05",32,46109
"841","London","2022-01-06",33,NA
"842","London","2022-01-07",33,NA
"843","London","2022-01-08",33,NA
"844","London","2022-01-09",33,NA
"845","London","2022-01-10",33,NA
"846","London","2022-01-11",33,NA
"847","London","2022-01-12",33,32849
"848","London","2022-01-13",34,NA
"849","London","2022-01-14",34,NA
"850","London","2022-01-15",34,NA
"851","London","2022-01-16",34,NA
"852","London","2022-01-17",34,NA
"853","London","2022-01-18",34,NA
"854","London","2022-01-19",34,17166
"855","London","2022-01-20",35,NA
"856","London","2022-01-21",35,NA
"857","London","2022-01-22",35,NA
"858","London","2022-01-23",35,NA
"859","London","2022-01-24",35,NA
"860","London","2022-01-25",35,NA
"861","London","2022-01-26",35,13067
"862","London","2022-01-27",36,NA
"863","London","2022-01-28",36,NA
"864","London","2022-01-29",36,NA
"865","London","2022-01-30",36,NA
"866","London","2022-01-31",36,NA
"867","London","2022-02-01",36,NA
"868","London","2022-02-02",36,24345
"869","London","2022-02-03",37,NA
"870","London","2022-02-04",37,NA
"871","London","2022-02-05",37,NA
"872","London","2022-02-06",37,NA
"873","London","2022-02-07",37,NA
"874","London","2022-02-08",37,NA
"875","London","2022-02-09",37,24930
"876","London","2022-02-10",38,NA
"877","London","2022-02-11",38,NA
"878","London","2022-02-12",38,NA
"879","London","2022-02-13",38,NA
"880","London","2022-02-14",38,NA
"881","London","2022-02-15",38,NA
"882","London","2022-02-16",38,14527
"883","London","2022-02-17",39,NA
"884","London","2022-02-18",39,NA
"885","London","2022-02-19",39,NA
"886","London","2022-02-20",39,NA
"887","London","2022-02-21",39,NA
"888","London","2022-02-22",39,NA
"889","London","2022-02-23",39,16964
"890","London","2022-02-24",40,NA
"891","London","2022-02-25",40,NA
"892","London","2022-02-26",40,NA
"893","London","2022-02-27",40,NA
"894","London","2022-02-28",40,NA
"895","London","2022-03-01",40,NA
"896","London","2022-03-02",40,7414
"897","London","2022-03-03",41,NA
"898","London","2022-03-04",41,NA
"899","London","2022-03-05",41,NA
"900","London","2022-03-06",41,NA
"901","London","2022-03-07",41,NA
"902","London","2022-03-08",41,NA
"903","London","2022-03-09",41,11150
"904","London","2022-03-10",42,NA
"905","London","2022-03-11",42,NA
"906","London","2022-03-12",42,NA
"907","London","2022-03-13",42,NA
"908","London","2022-03-14",42,NA
"909","London","2022-03-15",42,NA
"910","London","2022-03-16",42,15340
"911","London","2022-03-17",43,NA
"912","London","2022-03-18",43,NA
"913","London","2022-03-19",43,NA
"914","London","2022-03-20",43,NA
"915","London","2022-03-21",43,NA
"916","London","2022-03-22",43,NA
"917","London","2022-03-23",43,36365
"918","London","2022-03-24",44,NA
"919","London","2022-03-25",44,NA
"920","London","2022-03-26",44,NA
"921","London","2022-03-27",44,NA
"922","London","2022-03-28",44,NA
"923","London","2022-03-29",44,NA
"924","London","2022-03-30",44,52916
"925","North East","2021-05-27",1,NA
"926","North East","2021-05-28",1,NA
"927","North East","2021-05-29",1,NA
"928","North East","2021-05-30",1,NA
"929","North East","2021-05-31",1,NA
"930","North East","2021-06-01",1,NA
"931","North East","2021-06-02",1,916
"932","North East","2021-06-03",2,NA
"933","North East","2021-06-04",2,NA
"934","North East","2021-06-05",2,NA
"935","North East","2021-06-06",2,NA
"936","North East","2021-06-07",2,NA
"937","North East","2021-06-08",2,NA
"938","North East","2021-06-09",2,2515
"939","North East","2021-06-10",3,NA
"940","North East","2021-06-11",3,NA
"941","North East","2021-06-12",3,NA
"942","North East","2021-06-13",3,NA
"943","North East","2021-06-14",3,NA
"944","North East","2021-06-15",3,NA
"945","North East","2021-06-16",3,5587
"946","North East","2021-06-17",4,NA
"947","North East","2021-06-18",4,NA
"948","North East","2021-06-19",4,NA
"949","North East","2021-06-20",4,NA
"950","North East","2021-06-21",4,NA
"951","North East","2021-06-22",4,NA
"952","North East","2021-06-23",4,9032
"953","North East","2021-06-24",5,NA
"954","North East","2021-06-25",5,NA
"955","North East","2021-06-26",5,NA
"956","North East","2021-06-27",5,NA
"957","North East","2021-06-28",5,NA
"958","North East","2021-06-29",5,NA
"959","North East","2021-06-30",5,24505
"960","North East","2021-07-01",6,NA
"961","North East","2021-07-02",6,NA
"962","North East","2021-07-03",6,NA
"963","North East","2021-07-04",6,NA
"964","North East","2021-07-05",6,NA
"965","North East","2021-07-06",6,NA
"966","North East","2021-07-07",6,34372
"967","North East","2021-07-08",7,NA
"968","North East","2021-07-09",7,NA
"969","North East","2021-07-10",7,NA
"970","North East","2021-07-11",7,NA
"971","North East","2021-07-12",7,NA
"972","North East","2021-07-13",7,NA
"973","North East","2021-07-14",7,31987
"974","North East","2021-07-15",8,NA
"975","North East","2021-07-16",8,NA
"976","North East","2021-07-17",8,NA
"977","North East","2021-07-18",8,NA
"978","North East","2021-07-19",8,NA
"979","North East","2021-07-20",8,NA
"980","North East","2021-07-21",8,143162
"981","North East","2021-07-22",9,NA
"982","North East","2021-07-23",9,NA
"983","North East","2021-07-24",9,NA
"984","North East","2021-07-25",9,NA
"985","North East","2021-07-26",9,NA
"986","North East","2021-07-27",9,NA
"987","North East","2021-07-28",9,105571
"988","North East","2021-07-29",10,NA
"989","North East","2021-07-30",10,NA
"990","North East","2021-07-31",10,NA
"991","North East","2021-08-01",10,NA
"992","North East","2021-08-02",10,NA
"993","North East","2021-08-03",10,NA
"994","North East","2021-08-04",10,28662
"995","North East","2021-08-05",11,NA
"996","North East","2021-08-06",11,NA
"997","North East","2021-08-07",11,NA
"998","North East","2021-08-08",11,NA
"999","North East","2021-08-09",11,NA
"1000","North East","2021-08-10",11,NA
"1001","North East","2021-08-11",11,34947
"1002","North East","2021-08-12",12,NA
"1003","North East","2021-08-13",12,NA
"1004","North East","2021-08-14",12,NA
"1005","North East","2021-08-15",12,NA
"1006","North East","2021-08-16",12,NA
"1007","North East","2021-08-17",12,NA
"1008","North East","2021-08-18",12,25297
"1009","North East","2021-08-19",13,NA
"1010","North East","2021-08-20",13,NA
"1011","North East","2021-08-21",13,NA
"1012","North East","2021-08-22",13,NA
"1013","North East","2021-08-23",13,NA
"1014","North East","2021-08-24",13,NA
"1015","North East","2021-08-25",13,33285
"1016","North East","2021-08-26",14,NA
"1017","North East","2021-08-27",14,NA
"1018","North East","2021-08-28",14,NA
"1019","North East","2021-08-29",14,NA
"1020","North East","2021-08-30",14,NA
"1021","North East","2021-08-31",14,NA
"1022","North East","2021-09-01",14,18302
"1023","North East","2021-09-02",15,NA
"1024","North East","2021-09-03",15,NA
"1025","North East","2021-09-04",15,NA
"1026","North East","2021-09-05",15,NA
"1027","North East","2021-09-06",15,NA
"1028","North East","2021-09-07",15,NA
"1029","North East","2021-09-08",15,51201
"1030","North East","2021-09-09",16,NA
"1031","North East","2021-09-10",16,NA
"1032","North East","2021-09-11",16,NA
"1033","North East","2021-09-12",16,NA
"1034","North East","2021-09-13",16,NA
"1035","North East","2021-09-14",16,NA
"1036","North East","2021-09-15",16,18905
"1037","North East","2021-09-16",17,NA
"1038","North East","2021-09-17",17,NA
"1039","North East","2021-09-18",17,NA
"1040","North East","2021-09-19",17,NA
"1041","North East","2021-09-20",17,NA
"1042","North East","2021-09-21",17,NA
"1043","North East","2021-09-22",17,23309
"1044","North East","2021-09-23",18,NA
"1045","North East","2021-09-24",18,NA
"1046","North East","2021-09-25",18,NA
"1047","North East","2021-09-26",18,NA
"1048","North East","2021-09-27",18,NA
"1049","North East","2021-09-28",18,NA
"1050","North East","2021-09-29",18,9959
"1051","North East","2021-09-30",19,NA
"1052","North East","2021-10-01",19,NA
"1053","North East","2021-10-02",19,NA
"1054","North East","2021-10-03",19,NA
"1055","North East","2021-10-04",19,NA
"1056","North East","2021-10-05",19,NA
"1057","North East","2021-10-06",19,7571
"1058","North East","2021-10-07",20,NA
"1059","North East","2021-10-08",20,NA
"1060","North East","2021-10-09",20,NA
"1061","North East","2021-10-10",20,NA
"1062","North East","2021-10-11",20,NA
"1063","North East","2021-10-12",20,NA
"1064","North East","2021-10-13",20,6364
"1065","North East","2021-10-14",21,NA
"1066","North East","2021-10-15",21,NA
"1067","North East","2021-10-16",21,NA
"1068","North East","2021-10-17",21,NA
"1069","North East","2021-10-18",21,NA
"1070","North East","2021-10-19",21,NA
"1071","North East","2021-10-20",21,7579
"1072","North East","2021-10-21",22,NA
"1073","North East","2021-10-22",22,NA
"1074","North East","2021-10-23",22,NA
"1075","North East","2021-10-24",22,NA
"1076","North East","2021-10-25",22,NA
"1077","North East","2021-10-26",22,NA
"1078","North East","2021-10-27",22,11549
"1079","North East","2021-10-28",23,NA
"1080","North East","2021-10-29",23,NA
"1081","North East","2021-10-30",23,NA
"1082","North East","2021-10-31",23,NA
"1083","North East","2021-11-01",23,NA
"1084","North East","2021-11-02",23,NA
"1085","North East","2021-11-03",23,4864
"1086","North East","2021-11-04",24,NA
"1087","North East","2021-11-05",24,NA
"1088","North East","2021-11-06",24,NA
"1089","North East","2021-11-07",24,NA
"1090","North East","2021-11-08",24,NA
"1091","North East","2021-11-09",24,NA
"1092","North East","2021-11-10",24,28382
"1093","North East","2021-11-11",25,NA
"1094","North East","2021-11-12",25,NA
"1095","North East","2021-11-13",25,NA
"1096","North East","2021-11-14",25,NA
"1097","North East","2021-11-15",25,NA
"1098","North East","2021-11-16",25,NA
"1099","North East","2021-11-17",25,12261
"1100","North East","2021-11-18",26,NA
"1101","North East","2021-11-19",26,NA
"1102","North East","2021-11-20",26,NA
"1103","North East","2021-11-21",26,NA
"1104","North East","2021-11-22",26,NA
"1105","North East","2021-11-23",26,NA
"1106","North East","2021-11-24",26,10126
"1107","North East","2021-11-25",27,NA
"1108","North East","2021-11-26",27,NA
"1109","North East","2021-11-27",27,NA
"1110","North East","2021-11-28",27,NA
"1111","North East","2021-11-29",27,NA
"1112","North East","2021-11-30",27,NA
"1113","North East","2021-12-01",27,6340
"1114","North East","2021-12-02",28,NA
"1115","North East","2021-12-03",28,NA
"1116","North East","2021-12-04",28,NA
"1117","North East","2021-12-05",28,NA
"1118","North East","2021-12-06",28,NA
"1119","North East","2021-12-07",28,NA
"1120","North East","2021-12-08",28,12628
"1121","North East","2021-12-09",29,NA
"1122","North East","2021-12-10",29,NA
"1123","North East","2021-12-11",29,NA
"1124","North East","2021-12-12",29,NA
"1125","North East","2021-12-13",29,NA
"1126","North East","2021-12-14",29,NA
"1127","North East","2021-12-15",29,25554
"1128","North East","2021-12-16",30,NA
"1129","North East","2021-12-17",30,NA
"1130","North East","2021-12-18",30,NA
"1131","North East","2021-12-19",30,NA
"1132","North East","2021-12-20",30,NA
"1133","North East","2021-12-21",30,NA
"1134","North East","2021-12-22",30,NA
"1135","North East","2021-12-23",31,NA
"1136","North East","2021-12-24",31,NA
"1137","North East","2021-12-25",31,NA
"1138","North East","2021-12-26",31,NA
"1139","North East","2021-12-27",31,NA
"1140","North East","2021-12-28",31,NA
"1141","North East","2021-12-29",31,52291
"1142","North East","2021-12-30",32,NA
"1143","North East","2021-12-31",32,NA
"1144","North East","2022-01-01",32,NA
"1145","North East","2022-01-02",32,NA
"1146","North East","2022-01-03",32,NA
"1147","North East","2022-01-04",32,NA
"1148","North East","2022-01-05",32,37790
"1149","North East","2022-01-06",33,NA
"1150","North East","2022-01-07",33,NA
"1151","North East","2022-01-08",33,NA
"1152","North East","2022-01-09",33,NA
"1153","North East","2022-01-10",33,NA
"1154","North East","2022-01-11",33,NA
"1155","North East","2022-01-12",33,26698
"1156","North East","2022-01-13",34,NA
"1157","North East","2022-01-14",34,NA
"1158","North East","2022-01-15",34,NA
"1159","North East","2022-01-16",34,NA
"1160","North East","2022-01-17",34,NA
"1161","North East","2022-01-18",34,NA
"1162","North East","2022-01-19",34,11418
"1163","North East","2022-01-20",35,NA
"1164","North East","2022-01-21",35,NA
"1165","North East","2022-01-22",35,NA
"1166","North East","2022-01-23",35,NA
"1167","North East","2022-01-24",35,NA
"1168","North East","2022-01-25",35,NA
"1169","North East","2022-01-26",35,20343
"1170","North East","2022-01-27",36,NA
"1171","North East","2022-01-28",36,NA
"1172","North East","2022-01-29",36,NA
"1173","North East","2022-01-30",36,NA
"1174","North East","2022-01-31",36,NA
"1175","North East","2022-02-01",36,NA
"1176","North East","2022-02-02",36,8833
"1177","North East","2022-02-03",37,NA
"1178","North East","2022-02-04",37,NA
"1179","North East","2022-02-05",37,NA
"1180","North East","2022-02-06",37,NA
"1181","North East","2022-02-07",37,NA
"1182","North East","2022-02-08",37,NA
"1183","North East","2022-02-09",37,6362
"1184","North East","2022-02-10",38,NA
"1185","North East","2022-02-11",38,NA
"1186","North East","2022-02-12",38,NA
"1187","North East","2022-02-13",38,NA
"1188","North East","2022-02-14",38,NA
"1189","North East","2022-02-15",38,NA
"1190","North East","2022-02-16",38,6324
"1191","North East","2022-02-17",39,NA
"1192","North East","2022-02-18",39,NA
"1193","North East","2022-02-19",39,NA
"1194","North East","2022-02-20",39,NA
"1195","North East","2022-02-21",39,NA
"1196","North East","2022-02-22",39,NA
"1197","North East","2022-02-23",39,3251
"1198","North East","2022-02-24",40,NA
"1199","North East","2022-02-25",40,NA
"1200","North East","2022-02-26",40,NA
"1201","North East","2022-02-27",40,NA
"1202","North East","2022-02-28",40,NA
"1203","North East","2022-03-01",40,NA
"1204","North East","2022-03-02",40,3001
"1205","North East","2022-03-03",41,NA
"1206","North East","2022-03-04",41,NA
"1207","North East","2022-03-05",41,NA
"1208","North East","2022-03-06",41,NA
"1209","North East","2022-03-07",41,NA
"1210","North East","2022-03-08",41,NA
"1211","North East","2022-03-09",41,2388
"1212","North East","2022-03-10",42,NA
"1213","North East","2022-03-11",42,NA
"1214","North East","2022-03-12",42,NA
"1215","North East","2022-03-13",42,NA
"1216","North East","2022-03-14",42,NA
"1217","North East","2022-03-15",42,NA
"1218","North East","2022-03-16",42,8112
"1219","North East","2022-03-17",43,NA
"1220","North East","2022-03-18",43,NA
"1221","North East","2022-03-19",43,NA
"1222","North East","2022-03-20",43,NA
"1223","North East","2022-03-21",43,NA
"1224","North East","2022-03-22",43,NA
"1225","North East","2022-03-23",43,22321
"1226","North East","2022-03-24",44,NA
"1227","North East","2022-03-25",44,NA
"1228","North East","2022-03-26",44,NA
"1229","North East","2022-03-27",44,NA
"1230","North East","2022-03-28",44,NA
"1231","North East","2022-03-29",44,NA
"1232","North East","2022-03-30",44,25165
"1233","North West","2021-05-27",1,NA
"1234","North West","2021-05-28",1,NA
"1235","North West","2021-05-29",1,NA
"1236","North West","2021-05-30",1,NA
"1237","North West","2021-05-31",1,NA
"1238","North West","2021-06-01",1,NA
"1239","North West","2021-06-02",1,7056
"1240","North West","2021-06-03",2,NA
"1241","North West","2021-06-04",2,NA
"1242","North West","2021-06-05",2,NA
"1243","North West","2021-06-06",2,NA
"1244","North West","2021-06-07",2,NA
"1245","North West","2021-06-08",2,NA
"1246","North West","2021-06-09",2,3504
"1247","North West","2021-06-10",3,NA
"1248","North West","2021-06-11",3,NA
"1249","North West","2021-06-12",3,NA
"1250","North West","2021-06-13",3,NA
"1251","North West","2021-06-14",3,NA
"1252","North West","2021-06-15",3,NA
"1253","North West","2021-06-16",3,3504
"1254","North West","2021-06-17",4,NA
"1255","North West","2021-06-18",4,NA
"1256","North West","2021-06-19",4,NA
"1257","North West","2021-06-20",4,NA
"1258","North West","2021-06-21",4,NA
"1259","North West","2021-06-22",4,NA
"1260","North West","2021-06-23",4,5397
"1261","North West","2021-06-24",5,NA
"1262","North West","2021-06-25",5,NA
"1263","North West","2021-06-26",5,NA
"1264","North West","2021-06-27",5,NA
"1265","North West","2021-06-28",5,NA
"1266","North West","2021-06-29",5,NA
"1267","North West","2021-06-30",5,8128
"1268","North West","2021-07-01",6,NA
"1269","North West","2021-07-02",6,NA
"1270","North West","2021-07-03",6,NA
"1271","North West","2021-07-04",6,NA
"1272","North West","2021-07-05",6,NA
"1273","North West","2021-07-06",6,NA
"1274","North West","2021-07-07",6,16752
"1275","North West","2021-07-08",7,NA
"1276","North West","2021-07-09",7,NA
"1277","North West","2021-07-10",7,NA
"1278","North West","2021-07-11",7,NA
"1279","North West","2021-07-12",7,NA
"1280","North West","2021-07-13",7,NA
"1281","North West","2021-07-14",7,13378
"1282","North West","2021-07-15",8,NA
"1283","North West","2021-07-16",8,NA
"1284","North West","2021-07-17",8,NA
"1285","North West","2021-07-18",8,NA
"1286","North West","2021-07-19",8,NA
"1287","North West","2021-07-20",8,NA
"1288","North West","2021-07-21",8,34181
"1289","North West","2021-07-22",9,NA
"1290","North West","2021-07-23",9,NA
"1291","North West","2021-07-24",9,NA
"1292","North West","2021-07-25",9,NA
"1293","North West","2021-07-26",9,NA
"1294","North West","2021-07-27",9,NA
"1295","North West","2021-07-28",9,38875
"1296","North West","2021-07-29",10,NA
"1297","North West","2021-07-30",10,NA
"1298","North West","2021-07-31",10,NA
"1299","North West","2021-08-01",10,NA
"1300","North West","2021-08-02",10,NA
"1301","North West","2021-08-03",10,NA
"1302","North West","2021-08-04",10,23623
"1303","North West","2021-08-05",11,NA
"1304","North West","2021-08-06",11,NA
"1305","North West","2021-08-07",11,NA
"1306","North West","2021-08-08",11,NA
"1307","North West","2021-08-09",11,NA
"1308","North West","2021-08-10",11,NA
"1309","North West","2021-08-11",11,11644
"1310","North West","2021-08-12",12,NA
"1311","North West","2021-08-13",12,NA
"1312","North West","2021-08-14",12,NA
"1313","North West","2021-08-15",12,NA
"1314","North West","2021-08-16",12,NA
"1315","North West","2021-08-17",12,NA
"1316","North West","2021-08-18",12,31017
"1317","North West","2021-08-19",13,NA
"1318","North West","2021-08-20",13,NA
"1319","North West","2021-08-21",13,NA
"1320","North West","2021-08-22",13,NA
"1321","North West","2021-08-23",13,NA
"1322","North West","2021-08-24",13,NA
"1323","North West","2021-08-25",13,32427
"1324","North West","2021-08-26",14,NA
"1325","North West","2021-08-27",14,NA
"1326","North West","2021-08-28",14,NA
"1327","North West","2021-08-29",14,NA
"1328","North West","2021-08-30",14,NA
"1329","North West","2021-08-31",14,NA
"1330","North West","2021-09-01",14,23166
"1331","North West","2021-09-02",15,NA
"1332","North West","2021-09-03",15,NA
"1333","North West","2021-09-04",15,NA
"1334","North West","2021-09-05",15,NA
"1335","North West","2021-09-06",15,NA
"1336","North West","2021-09-07",15,NA
"1337","North West","2021-09-08",15,19198
"1338","North West","2021-09-09",16,NA
"1339","North West","2021-09-10",16,NA
"1340","North West","2021-09-11",16,NA
"1341","North West","2021-09-12",16,NA
"1342","North West","2021-09-13",16,NA
"1343","North West","2021-09-14",16,NA
"1344","North West","2021-09-15",16,11646
"1345","North West","2021-09-16",17,NA
"1346","North West","2021-09-17",17,NA
"1347","North West","2021-09-18",17,NA
"1348","North West","2021-09-19",17,NA
"1349","North West","2021-09-20",17,NA
"1350","North West","2021-09-21",17,NA
"1351","North West","2021-09-22",17,9937
"1352","North West","2021-09-23",18,NA
"1353","North West","2021-09-24",18,NA
"1354","North West","2021-09-25",18,NA
"1355","North West","2021-09-26",18,NA
"1356","North West","2021-09-27",18,NA
"1357","North West","2021-09-28",18,NA
"1358","North West","2021-09-29",18,11268
"1359","North West","2021-09-30",19,NA
"1360","North West","2021-10-01",19,NA
"1361","North West","2021-10-02",19,NA
"1362","North West","2021-10-03",19,NA
"1363","North West","2021-10-04",19,NA
"1364","North West","2021-10-05",19,NA
"1365","North West","2021-10-06",19,3250
"1366","North West","2021-10-07",20,NA
"1367","North West","2021-10-08",20,NA
"1368","North West","2021-10-09",20,NA
"1369","North West","2021-10-10",20,NA
"1370","North West","2021-10-11",20,NA
"1371","North West","2021-10-12",20,NA
"1372","North West","2021-10-13",20,3716
"1373","North West","2021-10-14",21,NA
"1374","North West","2021-10-15",21,NA
"1375","North West","2021-10-16",21,NA
"1376","North West","2021-10-17",21,NA
"1377","North West","2021-10-18",21,NA
"1378","North West","2021-10-19",21,NA
"1379","North West","2021-10-20",21,3407
"1380","North West","2021-10-21",22,NA
"1381","North West","2021-10-22",22,NA
"1382","North West","2021-10-23",22,NA
"1383","North West","2021-10-24",22,NA
"1384","North West","2021-10-25",22,NA
"1385","North West","2021-10-26",22,NA
"1386","North West","2021-10-27",22,6050
"1387","North West","2021-10-28",23,NA
"1388","North West","2021-10-29",23,NA
"1389","North West","2021-10-30",23,NA
"1390","North West","2021-10-31",23,NA
"1391","North West","2021-11-01",23,NA
"1392","North West","2021-11-02",23,NA
"1393","North West","2021-11-03",23,2088
"1394","North West","2021-11-04",24,NA
"1395","North West","2021-11-05",24,NA
"1396","North West","2021-11-06",24,NA
"1397","North West","2021-11-07",24,NA
"1398","North West","2021-11-08",24,NA
"1399","North West","2021-11-09",24,NA
"1400","North West","2021-11-10",24,8510
"1401","North West","2021-11-11",25,NA
"1402","North West","2021-11-12",25,NA
"1403","North West","2021-11-13",25,NA
"1404","North West","2021-11-14",25,NA
"1405","North West","2021-11-15",25,NA
"1406","North West","2021-11-16",25,NA
"1407","North West","2021-11-17",25,8119
"1408","North West","2021-11-18",26,NA
"1409","North West","2021-11-19",26,NA
"1410","North West","2021-11-20",26,NA
"1411","North West","2021-11-21",26,NA
"1412","North West","2021-11-22",26,NA
"1413","North West","2021-11-23",26,NA
"1414","North West","2021-11-24",26,2952
"1415","North West","2021-11-25",27,NA
"1416","North West","2021-11-26",27,NA
"1417","North West","2021-11-27",27,NA
"1418","North West","2021-11-28",27,NA
"1419","North West","2021-11-29",27,NA
"1420","North West","2021-11-30",27,NA
"1421","North West","2021-12-01",27,2426
"1422","North West","2021-12-02",28,NA
"1423","North West","2021-12-03",28,NA
"1424","North West","2021-12-04",28,NA
"1425","North West","2021-12-05",28,NA
"1426","North West","2021-12-06",28,NA
"1427","North West","2021-12-07",28,NA
"1428","North West","2021-12-08",28,4174
"1429","North West","2021-12-09",29,NA
"1430","North West","2021-12-10",29,NA
"1431","North West","2021-12-11",29,NA
"1432","North West","2021-12-12",29,NA
"1433","North West","2021-12-13",29,NA
"1434","North West","2021-12-14",29,NA
"1435","North West","2021-12-15",29,8827
"1436","North West","2021-12-16",30,NA
"1437","North West","2021-12-17",30,NA
"1438","North West","2021-12-18",30,NA
"1439","North West","2021-12-19",30,NA
"1440","North West","2021-12-20",30,NA
"1441","North West","2021-12-21",30,NA
"1442","North West","2021-12-22",30,NA
"1443","North West","2021-12-23",31,NA
"1444","North West","2021-12-24",31,NA
"1445","North West","2021-12-25",31,NA
"1446","North West","2021-12-26",31,NA
"1447","North West","2021-12-27",31,NA
"1448","North West","2021-12-28",31,NA
"1449","North West","2021-12-29",31,32883
"1450","North West","2021-12-30",32,NA
"1451","North West","2021-12-31",32,NA
"1452","North West","2022-01-01",32,NA
"1453","North West","2022-01-02",32,NA
"1454","North West","2022-01-03",32,NA
"1455","North West","2022-01-04",32,NA
"1456","North West","2022-01-05",32,32001
"1457","North West","2022-01-06",33,NA
"1458","North West","2022-01-07",33,NA
"1459","North West","2022-01-08",33,NA
"1460","North West","2022-01-09",33,NA
"1461","North West","2022-01-10",33,NA
"1462","North West","2022-01-11",33,NA
"1463","North West","2022-01-12",33,8090
"1464","North West","2022-01-13",34,NA
"1465","North West","2022-01-14",34,NA
"1466","North West","2022-01-15",34,NA
"1467","North West","2022-01-16",34,NA
"1468","North West","2022-01-17",34,NA
"1469","North West","2022-01-18",34,NA
"1470","North West","2022-01-19",34,4613
"1471","North West","2022-01-20",35,NA
