date,area_type,area_code,area_name,metric,metric_name,value,week,cases_week
2021-11-05,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,2645,43,NA
2021-11-06,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,2605,43,NA
2021-11-07,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,2823,43,22690
2021-11-08,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,4072,44,NA
2021-11-09,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,4087,44,NA
2021-11-10,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,4101,44,NA
2021-11-11,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,3968,44,NA
2021-11-12,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,3611,44,NA
2021-11-13,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,3243,44,NA
2021-11-14,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,3617,44,26699
2021-11-15,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,4931,45,NA
2021-11-16,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,4503,45,NA
2021-11-17,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,4468,45,NA
2021-11-18,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,4197,45,NA
2021-11-19,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,3755,45,NA
2021-11-20,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,3624,45,NA
2021-11-21,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,3795,45,29273
2021-11-22,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,5062,46,NA
2021-11-23,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,4927,46,NA
2021-11-24,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,4801,46,NA
2021-11-25,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,4336,46,NA
2021-11-26,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,4022,46,NA
2021-11-27,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,3565,46,NA
2021-11-28,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,4272,46,30985
2021-11-29,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,5763,47,NA
2021-11-30,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,5954,47,NA
2021-12-01,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,5829,47,NA
2021-12-02,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,5220,47,NA
2021-12-03,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,4776,47,NA
2021-12-04,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,3974,47,NA
2021-12-05,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,4178,47,35694
2021-12-06,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,6056,48,NA
2021-12-07,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,5900,48,NA
2021-12-08,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,5970,48,NA
2021-12-09,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,5988,48,NA
2021-12-10,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,5502,48,NA
2021-12-11,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,5408,48,NA
2021-12-12,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,5817,48,40641
2021-12-13,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,9134,49,NA
2021-12-14,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,11052,49,NA
2021-12-15,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,11940,49,NA
2021-12-16,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,11255,49,NA
2021-12-17,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,10097,49,NA
2021-12-18,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,9632,49,NA
2021-12-19,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,9810,49,72920
2021-12-20,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,14374,50,NA
2021-12-21,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,15678,50,NA
2021-12-22,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,16364,50,NA
2021-12-23,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,16140,50,NA
2021-12-24,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,13719,50,NA
2021-12-25,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,6938,50,NA
2021-12-26,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,11099,50,94312
2021-12-27,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,17913,51,NA
2021-12-28,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,18525,51,NA
2021-12-29,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,23993,51,NA
2021-12-30,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,19867,51,NA
2021-12-31,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,15439,51,95737
2021-01-11,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,11844,1,NA
2021-01-12,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,10081,1,NA
2021-01-13,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,9510,1,NA
2021-01-14,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,9158,1,NA
2021-01-15,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,8397,1,NA
2021-01-16,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,6311,1,NA
2021-01-17,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,5523,1,60824
2021-01-18,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,8516,2,NA
2021-01-19,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,7213,2,NA
2021-01-20,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,6377,2,NA
2021-01-21,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,5944,2,NA
2021-01-22,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,5740,2,NA
2021-01-23,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,4259,2,NA
2021-01-24,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3199,2,41248
2021-01-25,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,5104,3,NA
2021-01-26,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,4293,3,NA
2021-01-27,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,4314,3,NA
2021-01-28,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3972,3,NA
2021-01-29,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3498,3,NA
2021-01-30,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2715,3,NA
2021-01-31,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2288,3,26184
2021-02-01,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3376,4,NA
2021-02-02,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3020,4,NA
2021-02-03,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2779,4,NA
2021-02-04,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2538,4,NA
2021-02-05,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2186,4,NA
2021-02-06,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1591,4,NA
2021-02-07,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1383,4,16873
2021-02-08,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1860,5,NA
2021-02-09,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1704,5,NA
2021-02-10,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1575,5,NA
2021-02-11,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1485,5,NA
2021-02-12,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1315,5,NA
2021-02-13,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,897,5,NA
2021-02-14,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,915,5,9751
2021-02-15,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1427,6,NA
2021-02-16,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1230,6,NA
2021-02-17,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1129,6,NA
2021-02-18,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1144,6,NA
2021-02-19,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1060,6,NA
2021-02-20,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,823,6,NA
2021-02-21,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,763,6,7576
2021-02-22,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1046,7,NA
2021-02-23,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,957,7,NA
2021-02-24,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,763,7,NA
2021-02-25,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,665,7,NA
2021-02-26,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,642,7,NA
2021-02-27,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,528,7,NA
2021-02-28,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,499,7,5100
2021-03-01,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,576,8,NA
2021-03-02,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,678,8,NA
2021-03-03,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,596,8,NA
2021-03-04,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,534,8,NA
2021-03-05,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,515,8,NA
2021-03-06,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,416,8,NA
2021-03-07,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,425,8,3740
2021-03-08,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,581,9,NA
2021-03-09,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,616,9,NA
2021-03-10,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,545,9,NA
2021-03-11,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,472,9,NA
2021-03-12,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,528,9,NA
2021-03-13,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,383,9,NA
2021-03-14,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,372,9,3497
2021-03-15,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,617,10,NA
2021-03-16,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,522,10,NA
2021-03-17,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,477,10,NA
2021-03-18,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,485,10,NA
2021-03-19,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,452,10,NA
2021-03-20,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,387,10,NA
2021-03-21,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,479,10,3419
2021-03-22,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,553,11,NA
2021-03-23,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,489,11,NA
2021-03-24,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,636,11,NA
2021-03-25,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,471,11,NA
2021-03-26,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,457,11,NA
2021-03-27,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,322,11,NA
2021-03-28,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,530,11,3458
2021-03-29,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,428,12,NA
2021-03-30,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,384,12,NA
2021-03-31,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,322,12,NA
2021-04-01,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,370,12,NA
2021-04-02,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,271,12,NA
2021-04-03,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,252,12,NA
2021-04-04,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,221,12,2248
2021-04-05,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,262,13,NA
2021-04-06,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,359,13,NA
2021-04-07,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,372,13,NA
2021-04-08,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,330,13,NA
2021-04-09,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,376,13,NA
2021-04-10,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,293,13,NA
2021-04-11,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,312,13,2304
2021-04-12,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,353,14,NA
2021-04-13,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,303,14,NA
2021-04-14,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,295,14,NA
2021-04-15,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,321,14,NA
2021-04-16,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,332,14,NA
2021-04-17,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,231,14,NA
2021-04-18,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,395,14,2230
2021-04-19,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,395,15,NA
2021-04-20,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,377,15,NA
2021-04-21,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,389,15,NA
2021-04-22,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,327,15,NA
2021-04-23,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,250,15,NA
2021-04-24,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,247,15,NA
2021-04-25,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,281,15,2266
2021-04-26,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,325,16,NA
2021-04-27,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,286,16,NA
2021-04-28,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,307,16,NA
2021-04-29,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,216,16,NA
2021-04-30,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,240,16,NA
2021-05-01,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,187,16,NA
2021-05-02,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,183,16,1744
2021-05-03,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,250,17,NA
2021-05-04,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,316,17,NA
2021-05-05,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,283,17,NA
2021-05-06,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,300,17,NA
2021-05-07,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,237,17,NA
2021-05-08,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,191,17,NA
2021-05-09,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,287,17,1864
2021-05-10,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,362,18,NA
2021-05-11,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,298,18,NA
2021-05-12,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,233,18,NA
2021-05-13,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,263,18,NA
2021-05-14,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,251,18,NA
2021-05-15,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,194,18,NA
2021-05-16,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,224,18,1825
2021-05-17,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,340,19,NA
2021-05-18,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,329,19,NA
2021-05-19,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,360,19,NA
2021-05-20,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,329,19,NA
2021-05-21,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,273,19,NA
2021-05-22,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,249,19,NA
2021-05-23,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,281,19,2161
2021-05-24,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,380,20,NA
2021-05-25,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,424,20,NA
2021-05-26,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,485,20,NA
2021-05-27,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,520,20,NA
2021-05-28,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,430,20,NA
2021-05-29,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,386,20,NA
2021-05-30,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,401,20,3026
2021-05-31,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,515,21,NA
2021-06-01,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,713,21,NA
2021-06-02,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,814,21,NA
2021-06-03,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,798,21,NA
2021-06-04,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,703,21,NA
2021-06-05,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,598,21,NA
2021-06-06,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,667,21,4808
2021-06-07,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1017,22,NA
2021-06-08,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1095,22,NA
2021-06-09,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1077,22,NA
2021-06-10,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,997,22,NA
2021-06-11,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,938,22,NA
2021-06-12,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,772,22,NA
2021-06-13,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,767,22,6663
2021-06-14,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1208,23,NA
2021-06-15,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1301,23,NA
2021-06-16,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1163,23,NA
2021-06-17,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1300,23,NA
2021-06-18,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1038,23,NA
2021-06-19,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,924,23,NA
2021-06-20,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,971,23,7905
2021-06-21,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1654,24,NA
2021-06-22,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1787,24,NA
2021-06-23,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1971,24,NA
2021-06-24,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1959,24,NA
2021-06-25,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2057,24,NA
2021-06-26,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1723,24,NA
2021-06-27,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,1890,24,13041
2021-06-28,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2873,25,NA
2021-06-29,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2996,25,NA
2021-06-30,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3083,25,NA
2021-07-01,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3098,25,NA
2021-07-02,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2943,25,NA
2021-07-03,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2683,25,NA
2021-07-04,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2639,25,20315
2021-07-05,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3863,26,NA
2021-07-06,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,4025,26,NA
2021-07-07,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,4503,26,NA
2021-07-08,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3690,26,NA
2021-07-09,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3654,26,NA
2021-07-10,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3251,26,NA
2021-07-11,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3283,26,26269
2021-07-12,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,4969,27,NA
2021-07-13,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,5310,27,NA
2021-07-14,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,6574,27,NA
2021-07-15,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,7818,27,NA
2021-07-16,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,7137,27,NA
2021-07-17,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,5082,27,NA
2021-07-18,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,4523,27,41413
2021-07-19,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,6138,28,NA
2021-07-20,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,5160,28,NA
2021-07-21,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,4785,28,NA
2021-07-22,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,4314,28,NA
2021-07-23,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3934,28,NA
2021-07-24,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3118,28,NA
2021-07-25,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2882,28,30331
2021-07-26,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,4043,29,NA
2021-07-27,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3907,29,NA
2021-07-28,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3964,29,NA
2021-07-29,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3902,29,NA
2021-07-30,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3357,29,NA
2021-07-31,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2671,29,NA
2021-08-01,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2703,29,24547
2021-08-02,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3988,30,NA
2021-08-03,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,4033,30,NA
2021-08-04,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,4294,30,NA
2021-08-05,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,4290,30,NA
2021-08-06,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3726,30,NA
2021-08-07,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3014,30,NA
2021-08-08,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2917,30,26262
2021-08-09,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3877,31,NA
2021-08-10,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3929,31,NA
2021-08-11,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,4372,31,NA
2021-08-12,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,4018,31,NA
2021-08-13,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3763,31,NA
2021-08-14,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2948,31,NA
2021-08-15,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2760,31,25667
2021-08-16,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3927,32,NA
2021-08-17,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3826,32,NA
2021-08-18,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3804,32,NA
2021-08-19,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3630,32,NA
2021-08-20,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3168,32,NA
2021-08-21,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2729,32,NA
2021-08-22,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2723,32,23807
2021-08-23,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3657,33,NA
2021-08-24,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3515,33,NA
2021-08-25,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3529,33,NA
2021-08-26,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3246,33,NA
2021-08-27,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3145,33,NA
2021-08-28,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2648,33,NA
2021-08-29,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2286,33,22026
2021-08-30,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2873,34,NA
2021-08-31,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3811,34,NA
2021-09-01,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3677,34,NA
2021-09-02,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3812,34,NA
2021-09-03,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3531,34,NA
2021-09-04,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2758,34,NA
2021-09-05,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2705,34,23167
2021-09-06,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3892,35,NA
2021-09-07,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3463,35,NA
2021-09-08,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,3215,35,NA
2021-09-09,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2808,35,NA
2021-09-10,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2572,35,NA
2021-09-11,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2227,35,NA
2021-09-12,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2064,35,20241
2021-09-13,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,2860,36,NA
