date,area_type,area_code,area_name,metric,metric_name,value,week,cases_week
2021-01-11,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3634,1,NA
2021-01-12,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3331,1,NA
2021-01-13,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2892,1,NA
2021-01-14,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2866,1,NA
2021-01-15,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2800,1,NA
2021-01-16,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2114,1,NA
2021-01-17,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2147,1,19784
2021-01-18,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3331,2,NA
2021-01-19,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3281,2,NA
2021-01-20,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2768,2,NA
2021-01-21,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2658,2,NA
2021-01-22,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2367,2,NA
2021-01-23,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1795,2,NA
2021-01-24,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1253,2,17453
2021-01-25,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2123,3,NA
2021-01-26,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2371,3,NA
2021-01-27,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2297,3,NA
2021-01-28,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2244,3,NA
2021-01-29,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1922,3,NA
2021-01-30,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1514,3,NA
2021-01-31,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1412,3,13883
2021-02-01,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2124,4,NA
2021-02-02,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1897,4,NA
2021-02-03,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1814,4,NA
2021-02-04,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1727,4,NA
2021-02-05,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1489,4,NA
2021-02-06,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1163,4,NA
2021-02-07,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1137,4,11351
2021-02-08,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1709,5,NA
2021-02-09,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1414,5,NA
2021-02-10,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1337,5,NA
2021-02-11,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1403,5,NA
2021-02-12,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1326,5,NA
2021-02-13,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,944,5,NA
2021-02-14,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,937,5,9070
2021-02-15,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1746,6,NA
2021-02-16,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1342,6,NA
2021-02-17,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1339,6,NA
2021-02-18,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1250,6,NA
2021-02-19,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1155,6,NA
2021-02-20,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,825,6,NA
2021-02-21,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,905,6,8562
2021-02-22,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1415,7,NA
2021-02-23,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1198,7,NA
2021-02-24,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1016,7,NA
2021-02-25,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,838,7,NA
2021-02-26,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,702,7,NA
2021-02-27,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,539,7,NA
2021-02-28,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,501,7,6209
2021-03-01,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,795,8,NA
2021-03-02,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,702,8,NA
2021-03-03,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,644,8,NA
2021-03-04,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,612,8,NA
2021-03-05,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,633,8,NA
2021-03-06,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,452,8,NA
2021-03-07,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,462,8,4300
2021-03-08,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,700,9,NA
2021-03-09,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,630,9,NA
2021-03-10,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,595,9,NA
2021-03-11,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,579,9,NA
2021-03-12,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,539,9,NA
2021-03-13,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,401,9,NA
2021-03-14,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,392,9,3836
2021-03-15,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,619,10,NA
2021-03-16,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,613,10,NA
2021-03-17,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,592,10,NA
2021-03-18,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,596,10,NA
2021-03-19,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,494,10,NA
2021-03-20,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,421,10,NA
2021-03-21,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,481,10,3816
2021-03-22,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,564,11,NA
2021-03-23,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,565,11,NA
2021-03-24,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,621,11,NA
2021-03-25,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,540,11,NA
2021-03-26,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,424,11,NA
2021-03-27,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,381,11,NA
2021-03-28,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,471,11,3566
2021-03-29,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,394,12,NA
2021-03-30,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,351,12,NA
2021-03-31,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,384,12,NA
2021-04-01,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,352,12,NA
2021-04-02,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,276,12,NA
2021-04-03,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,270,12,NA
2021-04-04,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,223,12,2250
2021-04-05,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,244,13,NA
2021-04-06,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,336,13,NA
2021-04-07,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,299,13,NA
2021-04-08,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,313,13,NA
2021-04-09,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,267,13,NA
2021-04-10,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,198,13,NA
2021-04-11,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,210,13,1867
2021-04-12,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,244,14,NA
2021-04-13,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,223,14,NA
2021-04-14,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,223,14,NA
2021-04-15,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,200,14,NA
2021-04-16,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,182,14,NA
2021-04-17,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,124,14,NA
2021-04-18,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,221,14,1417
2021-04-19,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,205,15,NA
2021-04-20,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,207,15,NA
2021-04-21,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,206,15,NA
2021-04-22,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,175,15,NA
2021-04-23,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,145,15,NA
2021-04-24,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,117,15,NA
2021-04-25,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,160,15,1215
2021-04-26,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,185,16,NA
2021-04-27,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,165,16,NA
2021-04-28,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,189,16,NA
2021-04-29,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,176,16,NA
2021-04-30,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,110,16,NA
2021-05-01,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,107,16,NA
2021-05-02,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,161,16,1093
2021-05-03,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,189,17,NA
2021-05-04,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,229,17,NA
2021-05-05,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,257,17,NA
2021-05-06,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,260,17,NA
2021-05-07,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,184,17,NA
2021-05-08,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,132,17,NA
2021-05-09,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,216,17,1467
2021-05-10,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,242,18,NA
2021-05-11,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,151,18,NA
2021-05-12,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,149,18,NA
2021-05-13,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,157,18,NA
2021-05-14,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,141,18,NA
2021-05-15,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,110,18,NA
2021-05-16,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,148,18,1098
2021-05-17,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,167,19,NA
2021-05-18,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,138,19,NA
2021-05-19,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,186,19,NA
2021-05-20,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,179,19,NA
2021-05-21,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,132,19,NA
2021-05-22,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,124,19,NA
2021-05-23,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,147,19,1073
2021-05-24,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,206,20,NA
2021-05-25,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,176,20,NA
2021-05-26,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,202,20,NA
2021-05-27,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,195,20,NA
2021-05-28,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,192,20,NA
2021-05-29,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,148,20,NA
2021-05-30,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,161,20,1280
2021-05-31,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,178,21,NA
2021-06-01,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,259,21,NA
2021-06-02,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,276,21,NA
2021-06-03,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,273,21,NA
2021-06-04,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,267,21,NA
2021-06-05,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,221,21,NA
2021-06-06,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,286,21,1760
2021-06-07,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,428,22,NA
2021-06-08,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,382,22,NA
2021-06-09,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,406,22,NA
2021-06-10,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,348,22,NA
2021-06-11,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,361,22,NA
2021-06-12,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,328,22,NA
2021-06-13,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,334,22,2587
2021-06-14,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,499,23,NA
2021-06-15,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,558,23,NA
2021-06-16,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,558,23,NA
2021-06-17,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,523,23,NA
2021-06-18,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,568,23,NA
2021-06-19,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,433,23,NA
2021-06-20,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,489,23,3628
2021-06-21,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,773,24,NA
2021-06-22,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,848,24,NA
2021-06-23,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,894,24,NA
2021-06-24,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,868,24,NA
2021-06-25,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,953,24,NA
2021-06-26,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,918,24,NA
2021-06-27,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1035,24,6289
2021-06-28,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1588,25,NA
2021-06-29,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1616,25,NA
2021-06-30,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1595,25,NA
2021-07-01,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1698,25,NA
2021-07-02,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1611,25,NA
2021-07-03,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1478,25,NA
2021-07-04,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1678,25,11264
2021-07-05,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2331,26,NA
2021-07-06,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2411,26,NA
2021-07-07,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2515,26,NA
2021-07-08,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2300,26,NA
2021-07-09,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2262,26,NA
2021-07-10,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2023,26,NA
2021-07-11,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2172,26,16014
2021-07-12,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3406,27,NA
2021-07-13,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3496,27,NA
2021-07-14,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,4044,27,NA
2021-07-15,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,4517,27,NA
2021-07-16,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,4181,27,NA
2021-07-17,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2921,27,NA
2021-07-18,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2736,27,25301
2021-07-19,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3702,28,NA
2021-07-20,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2890,28,NA
2021-07-21,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2618,28,NA
2021-07-22,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2267,28,NA
2021-07-23,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1989,28,NA
2021-07-24,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1705,28,NA
2021-07-25,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1720,28,16891
2021-07-26,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2375,29,NA
2021-07-27,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2450,29,NA
2021-07-28,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2628,29,NA
2021-07-29,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2386,29,NA
2021-07-30,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2109,29,NA
2021-07-31,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1857,29,NA
2021-08-01,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1782,29,15587
2021-08-02,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2544,30,NA
2021-08-03,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2666,30,NA
2021-08-04,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2850,30,NA
2021-08-05,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2740,30,NA
2021-08-06,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2445,30,NA
2021-08-07,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1923,30,NA
2021-08-08,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1969,30,17137
2021-08-09,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2783,31,NA
2021-08-10,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2642,31,NA
2021-08-11,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2722,31,NA
2021-08-12,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2766,31,NA
2021-08-13,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2301,31,NA
2021-08-14,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2118,31,NA
2021-08-15,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2131,31,17463
2021-08-16,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3050,32,NA
2021-08-17,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2802,32,NA
2021-08-18,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2875,32,NA
2021-08-19,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2612,32,NA
2021-08-20,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2384,32,NA
2021-08-21,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2345,32,NA
2021-08-22,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2327,32,18395
2021-08-23,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3081,33,NA
2021-08-24,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2759,33,NA
2021-08-25,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2822,33,NA
2021-08-26,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2635,33,NA
2021-08-27,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2425,33,NA
2021-08-28,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1899,33,NA
2021-08-29,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1927,33,17548
2021-08-30,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2471,34,NA
2021-08-31,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3309,34,NA
2021-09-01,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3040,34,NA
2021-09-02,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2836,34,NA
2021-09-03,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2719,34,NA
2021-09-04,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2316,34,NA
2021-09-05,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2410,34,19101
2021-09-06,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3469,35,NA
2021-09-07,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2978,35,NA
2021-09-08,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2685,35,NA
2021-09-09,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2561,35,NA
2021-09-10,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2132,35,NA
2021-09-11,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,1768,35,NA
2021-09-12,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2108,35,17701
2021-09-13,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2836,36,NA
2021-09-14,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2488,36,NA
2021-09-15,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2429,36,NA
2021-09-16,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2415,36,NA
2021-09-17,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2325,36,NA
2021-09-18,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2238,36,NA
2021-09-19,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2840,36,17571
2021-09-20,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3831,37,NA
2021-09-21,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3737,37,NA
2021-09-22,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3427,37,NA
2021-09-23,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3209,37,NA
2021-09-24,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2929,37,NA
2021-09-25,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2564,37,NA
2021-09-26,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2640,37,22337
2021-09-27,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3875,38,NA
2021-09-28,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3560,38,NA
2021-09-29,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3303,38,NA
2021-09-30,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3093,38,NA
2021-10-01,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2879,38,NA
2021-10-02,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2459,38,NA
2021-10-03,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3173,38,22342
2021-10-04,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,4100,39,NA
2021-10-05,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3720,39,NA
2021-10-06,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3693,39,NA
2021-10-07,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3524,39,NA
2021-10-08,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3328,39,NA
2021-10-09,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2992,39,NA
2021-10-10,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3313,39,24670
2021-10-11,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,4607,40,NA
2021-10-12,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,4013,40,NA
2021-10-13,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3908,40,NA
2021-10-14,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3652,40,NA
2021-10-15,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3157,40,NA
2021-10-16,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,2583,40,NA
2021-10-17,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3086,40,25006
2021-10-18,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,3989,41,NA
